Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/CarePlan-ARVTreatmentInitiatedExample.json	1195	7	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-target-facility-encounter.json	1423	94	0	0	0	0	0	2463	0	2428	0	0	0	0	0	0	0	1	0	0	416	1298	0	0	0	8	1	0
fsh-generated/resources/StructureDefinition-viral-load-suspend-treatment-test-result.json	3534	290	0	0	0	0	0	2921	0	2739	0	0	0	0	0	0	0	1	0	0	580	1768	0	0	0	8	0	1
fsh-generated/resources/Device-TestingPlatformExample.json	425	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0
fsh-generated/resources/Observation-ARTInitiatedExample.json	824	7	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	7	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-viral-load-test-result.json	4656	423	0	0	0	0	0	3220	0	3087	0	0	0	0	0	0	0	9	0	0	532	2008	0	0	0	10	0	1
fsh-generated/resources/StructureDefinition-hiv-patient-breastfeeding.json	2665	192	0	0	0	0	0	2509	0	2397	0	0	0	0	0	0	0	1	0	0	460	1649	0	0	0	9	0	0
fsh-generated/resources/StructureDefinition-hiv-organization.json	2911	330	0	0	0	0	0	1891	0	1766	0	0	0	0	0	0	0	0	0	0	321	926	0	0	0	6	0	1
fsh-generated/resources/Patient-HIVPatientExample.json	890	8	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/Observation-ARTRegimenSwitchedOrSubstitutedExample.json	855	6	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0
fsh-generated/resources/Organization-PerformingOrganizationExample.json	1108	8	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-performing-organization-district-index.json	1692	118	0	0	0	0	0	310	0	285	0	0	0	0	0	0	0	0	0	0	53	156	0	0	0	1	0	0
fsh-generated/resources/Transport-SampleDispatchedToLabExample.json	699	4	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0
fsh-generated/resources/Organization-ImplementingPartnerOrganizationExample.json	871	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	7	6	0	0	0	0	0	0
fsh-generated/resources/Task-HIVLabOrderTaskExample.json	1161	5	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	18	7	0	0	0	0	0	0
fsh-generated/resources/Encounter-TargetFacilityEncounterExample.json	543	3	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	7	16	0	0	0	0	0	0
